銘柄コード,銘柄名,市場区分,業種,年間配当金,年間配当回数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,2026/08/23 06:25:42
313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,ETF・ETN,ETF・他,0.2,2,0,0.1,0,0,0,0,0,0.1,0,0,0,0,261.399994
3140,ＢＲＵＮＯ,グロース（内国株式）,卸売業,4,1,0,0,0,0,0,0,0,0,4,0,0,0,1028
3143,オーウイル,スタンダード（内国株式）,卸売業,22,2,0,0,0,0,0,11,0,0,0,0,0,11,693
3148,クリエイトＳＤホールディングス,プライム（内国株式）,小売業,78,2,0,39,0,0,0,0,0,39,0,0,0,0,3420
314A,ｉシェアーズ　ゴールド　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,343.299988
3150,グリムス,プライム（内国株式）,電気・ガス業,85,2,0,0,0,0,0,42.5,0,0,0,0,0,42.5,2529
3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,卸売業,70,2,0,0,0,0,0,35,0,0,0,0,0,35,1672
3153,八洲電機,プライム（内国株式）,卸売業,45,1,0,0,0,0,0,45,0,0,0,0,0,0,2838
3154,メディアスホールディングス,プライム（内国株式）,卸売業,20,1,0,0,0,0,0,0,0,0,20,0,0,0,808
3156,レスター,プライム（内国株式）,卸売業,128,2,0,0,0,0,0,64,0,0,0,0,0,64,4755
3157,ジオリーブグループ,スタンダード（内国株式）,卸売業,50,2,0,0,0,0,0,25,0,0,0,0,0,25,1411
3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,小売業,6,1,0,0,0,6,0,0,0,0,0,0,0,0,400
315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,ETF・ETN,ETF・他,40,2,0,0,0,25,0,0,0,0,0,15,0,0,1873
3160,大光,スタンダード（内国株式）,卸売業,14,2,0,7,0,0,0,0,0,7,0,0,0,0,580
3161,アゼアス,スタンダード（内国株式）,卸売業,23,1,0,0,0,0,0,0,23,0,0,0,0,0,683
3166,ＯＣＨＩホールディングス,スタンダード（内国株式）,卸売業,54,2,0,0,0,0,0,27,0,0,0,0,0,27,1442
3167,ＴＯＫＡＩホールディングス,プライム（内国株式）,卸売業,36,2,0,0,0,0,0,18,0,0,0,0,0,18,1263
3168,ＭＥＲＦ,スタンダード（内国株式）,卸売業,20,2,0,0,0,0,10,0,0,0,0,0,10,0,1442
3169,ミサワ,スタンダード（内国株式）,小売業,8,1,0,0,0,8,0,0,0,0,0,0,0,0,661
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,2680
3172,ティーライフ,スタンダード（内国株式）,小売業,40,2,0,0,0,20,0,0,0,0,0,20,0,0,1125
3173,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,卸売業,35,2,0,0,0,0,0,17.5,0,0,0,0,0,17.5,1546
3174,ハピネス・アンド・ディ,スタンダード（内国株式）,小売業,7.5,2,0,0,0,0,3.75,0,0,0,0,0,3.75,0,404
3175,エー・ピーホールディングス,スタンダード（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,942
3176,三洋貿易,プライム（内国株式）,卸売業,57,2,0,0,0,0,0,28.5,0,0,0,0,0,28.5,1115
3177,ありがとうサービス,スタンダード（内国株式）,小売業,135,1,0,0,0,0,135,0,0,0,0,0,0,0,4310
3178,チムニー,スタンダード（内国株式）,小売業,10,2,0,0,0,0,0,5,0,0,0,0,0,5,1185
3179,シュッピン,プライム（内国株式）,小売業,47,1,0,0,0,0,0,47,0,0,0,0,0,0,1270
3180,ビューティガレージ,プライム（内国株式）,卸売業,16,2,8,0,0,0,0,0,8,0,0,0,0,0,1541
3181,買取王国,スタンダード（内国株式）,小売業,10,1,0,0,0,0,10,0,0,0,0,0,0,0,1069
3182,オイシックス,プライム（内国株式）,小売業,20,2,0,0,0,0,0,10,0,0,0,0,0,10,1746
3183,ウイン・パートナーズ,プライム（内国株式）,卸売業,54,1,0,0,0,0,0,54,0,0,0,0,0,0,1289
3184,ＩＣＤＡホールディングス,スタンダード（内国株式）,小売業,70,1,0,0,0,0,0,70,0,0,0,0,0,0,4195
3185,夢展望,グロース（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,143
3186,ネクステージ,プライム（内国株式）,小売業,45,1,0,45,0,0,0,0,0,0,0,0,0,0,3515
3187,ミラタップ,グロース（内国株式）,小売業,3,1,0,0,0,0,0,0,0,0,0,0,0,3,371
3189,ＡＮＡＰホールディングス,スタンダード（内国株式）,小売業,3,1,0,0,0,0,0,0,0,0,0,0,3,0,163
318A,ＶＩＸ短期先物指数ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,379.399994
3190,ホットマン,スタンダード（内国株式）,小売業,11,1,0,0,0,0,0,11,0,0,0,0,0,0,586
3191,ジョイフル本田,プライム（内国株式）,小売業,64,2,0,0,32,0,0,0,0,0,32,0,0,0,2308
3192,白鳩,スタンダード（内国株式）,小売業,3,1,0,3,0,0,0,0,0,0,0,0,0,0,300
3193,エターナルホスピタリティグループ,プライム（内国株式）,小売業,23,2,0,0,0,11.5,0,0,0,0,0,11.5,0,0,1478
3195,ジェネレーションパス,スタンダード（内国株式）,小売業,9,1,9,0,0,0,0,0,0,0,0,0,0,0,650
3196,ホットランドホールディングス,プライム（内国株式）,小売業,13,1,0,0,13,0,0,0,0,0,0,0,0,0,1680
3197,すかいらーくホールディングス,プライム（内国株式）,小売業,22,2,0,0,11,0,0,0,0,0,11,0,0,0,3362
3199,綿半ホールディングス,プライム（内国株式）,小売業,30,1,0,0,0,0,0,30,0,0,0,0,0,0,1328
319A,技術承継機構,グロース（内国株式）,金属製品,,,0,0,0,0,0,0,0,0,0,0,0,0,21080
3201,日本毛織,プライム（内国株式）,繊維製品,47,2,0,23.5,0,0,0,0,0,23.5,0,0,0,0,1953
3202,ダイトウボウ,スタンダード（内国株式）,繊維製品,3,1,0,0,0,0,0,3,0,0,0,0,0,0,127
3204,トーア紡コーポレーション,スタンダード（内国株式）,繊維製品,14,1,0,0,14,0,0,0,0,0,0,0,0,0,498
3205,ダイドーリミテッド,スタンダード（内国株式）,繊維製品,50,1,0,0,0,0,0,50,0,0,0,0,0,0,739
3221,ヨシックスホールディングス,プライム（内国株式）,小売業,30,2,0,0,0,0,0,15,0,0,0,0,0,15,3370
3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,小売業,16,2,0,0,0,0,8,0,0,0,0,0,8,0,846
3223,エスエルディー,スタンダード（内国株式）,小売業,32000,1,0,0,0,0,32000,0,0,0,0,0,0,0,931
3224,ゼネラル・オイスター,グロース（内国株式）,小売業,10,1,0,0,0,0,0,10,0,0,0,0,0,0,694
3226,三井不動産アコモデーションファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,4729,2,0,2405,0,0,0,0,0,2324,0,0,0,0,120300
3231,野村不動産ホールディングス,プライム（内国株式）,不動産業,40,2,0,0,0,0,0,20,0,0,0,0,0,20,928.5
3232,三重交通グループホールディングス,プライム（内国株式）,不動産業,18,2,0,0,0,0,0,9,0,0,0,0,0,9,572
3234,森ヒルズリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,6200,2,3100,0,0,0,0,0,3100,0,0,0,0,0,128400
3236,プロパスト,スタンダード（内国株式）,不動産業,6,1,0,0,0,0,0,0,0,6,0,0,0,0,290
3237,イントランス,グロース（内国株式）,不動産業,2,1,0,0,0,0,0,2,0,0,0,0,0,0,106
3238,セントラル総合開発,スタンダード（内国株式）,不動産業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,388
323A,フライヤー,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,369
3241,ウィル,スタンダード（内国株式）,不動産業,21,1,0,0,21,0,0,0,0,0,0,0,0,0,594
3242,アーバネットコーポレーション,スタンダード（内国株式）,不動産業,22,2,0,0,11,0,0,0,0,0,11,0,0,0,523
3245,ディア・ライフ,プライム（内国株式）,不動産業,63,1,0,0,0,0,0,0,0,0,0,0,0,63,1167
3246,コーセーアールイー,スタンダード（内国株式）,不動産業,24,1,0,0,0,24,0,0,0,0,0,0,0,0,676
3248,アールエイジ,スタンダード（内国株式）,不動産業,36,2,18,0,0,0,0,0,18,0,0,0,0,0,889
3249,産業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,8506,2,4506,0,0,0,0,0,4000,0,0,0,0,0,137900
324A,ブッキングリゾート,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,739
3252,地主,プライム（内国株式）,不動産業,110,2,0,0,55,0,0,0,0,0,55,0,0,0,3025
325A,ＴＥＮＴＩＡＬ,グロース（内国株式）,繊維製品,,,0,0,0,0,0,0,0,0,0,0,0,0,1824
3261,グランディーズ,グロース（内国株式）,不動産業,15,1,0,0,15,0,0,0,0,0,0,0,0,0,408
3266,ファンドクリエーショングループ,スタンダード（内国株式）,不動産業,1,1,0,1,0,0,0,0,0,0,0,0,0,0,79
3267,フィル・カンパニー,スタンダード（内国株式）,建設業,20,1,0,20,0,0,0,0,0,0,0,0,0,0,640
3269,アドバンス・レジデンス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,6382,2,3220,0,0,0,0,0,3162,0,0,0,0,0,145900
3276,ＪＰＭＣ,プライム（内国株式）,不動産業,60,2,0,0,30,0,0,0,0,0,30,0,0,0,2244
3277,サンセイランディック,スタンダード（内国株式）,不動産業,46,2,0,0,23,0,0,0,0,0,23,0,0,0,814
3279,アクティビア・プロパティーズ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,6317,2,0,0,0,0,3204,0,0,0,0,0,3113,0,136400
3280,エストラスト,スタンダード（内国株式）,不動産業,30,2,0,0,0,0,15,0,0,0,0,0,15,0,936
3281,ＧＬＰ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,7042,2,0,3399,0,0,0,0,0,3643,0,0,0,0,138800
3282,コンフォリア・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,4136.3333,2,2038.3333,0,0,0,0,0,2098,0,0,0,0,0,99500
3283,日本プロロジスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,3848,2,0,0,0,0,1928,0,0,0,0,0,1920,0,86300
3284,フージャースホールディングス,プライム（内国株式）,不動産業,74,2,0,0,0,0,0,37,0,0,0,0,0,37,1333
3286,トラストホールディングス,スタンダード（内国株式）,不動産業,19,2,0,0,9.5,0,0,0,0,0,9.5,0,0,0,891
3287,星野リゾート・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,12909,2,0,0,0,6832,0,0,0,0,0,6077,0,0,239500
3288,オープンハウスグループ,プライム（内国株式）,不動産業,178,2,0,0,0,0,0,89,0,0,0,0,0,89,8136
3289,東急不動産ホールディングス,プライム（内国株式）,不動産業,48,2,0,0,0,0,0,24,0,0,0,0,0,24,1347.5
328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,ETF・ETN,ETF・他,18,2,0,5,0,0,0,0,0,13,0,0,0,0,1374
3290,Ｏｎｅリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,5162.3333,2,0,2386,0,0,0,0,0,2776.3333,0,0,0,0,77000
3291,飯田グループホールディングス,プライム（内国株式）,不動産業,100,2,0,0,0,0,0,50,0,0,0,0,0,50,2361.5
3292,イオンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,6790,2,3400,0,0,0,0,0,3390,0,0,0,0,0,120100
3293,アズマハウス,スタンダード（内国株式）,不動産業,35,2,0,0,0,0,0,17.5,0,0,0,0,0,17.5,771
3295,ヒューリックリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,8050,2,0,4050,0,0,0,0,0,4000,0,0,0,0,153500
3296,日本リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,4856,2,0,0,0,0,0,2423,0,0,0,0,0,2433,81900
3297,東武住販,スタンダード（内国株式）,不動産業,40,1,0,0,0,0,0,0,0,40,0,0,0,0,1190
3299,ムゲンエステート,スタンダード（内国株式）,不動産業,114,2,0,0,57,0,0,0,0,0,57,0,0,0,1757
3300,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,不動産業,105,1,0,0,0,0,0,0,0,0,105,0,0,0,1935
3302,帝国繊維,プライム（内国株式）,繊維製品,55,1,0,0,55,0,0,0,0,0,0,0,0,0,3375
3306,日本製麻,スタンダード（内国株式）,卸売業,10,1,0,0,0,0,0,10,0,0,0,0,0,0,589
3309,積水ハウス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,2329,1,0,0,0,0,0,0,0,0,0,2329,0,0,73400
330A,ＴａｌｅｎｔＸ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,502
3315,日本コークス工業,プライム（内国株式）,石油・石炭製品,3,1,0,0,0,0,0,3,0,0,0,0,0,0,102
3317,フライングガーデン,スタンダード（内国株式）,小売業,18,1,0,0,0,0,0,18,0,0,0,0,0,0,1433
331A,メディックス,スタンダード（内国株式）,サービス業,18,1,0,0,0,0,0,18,0,0,0,0,0,0,492
3320,クロスプラス,スタンダード（内国株式）,卸売業,50,2,0,0,0,25,0,0,0,0,0,25,0,0,1315
3321,ミタチ産業,スタンダード（内国株式）,卸売業,60,2,0,30,0,0,0,0,0,30,0,0,0,0,1654
3323,レカム,スタンダード（内国株式）,卸売業,1,1,0,0,0,0,0,0,0,0,0,0,0,1,89
3326,ランシステム,スタンダード（内国株式）,サービス業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,655
3329,東和フードサービス,スタンダード（内国株式）,小売業,20,2,10,0,0,0,0,0,10,0,0,0,0,0,2125
332A,ミーク,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1111
3333,あさひ,プライム（内国株式）,小売業,50,2,0,0,0,0,25,0,0,0,0,0,25,0,1357
3349,コスモス薬品,プライム（内国株式）,小売業,53.75,2,0,26.875,0,0,0,0,0,26.875,0,0,0,0,6458
334A,ビジュアル・プロセッシング・ジャパン,グロース（内国株式）,情報・通信業,32,1,0,0,32,0,0,0,0,0,0,0,0,0,927
3350,メタプラネット,スタンダード（内国株式）,卸売業,,,0,0,0,0,0,0,0,0,0,0,0,0,306
3352,バッファロー,スタンダード（内国株式）,小売業,65,2,0,0,0,0,0,32.5,0,0,0,0,0,32.5,1753
3353,メディカル一光グループ,スタンダード（内国株式）,小売業,120,2,0,0,0,0,60,0,0,0,0,0,60,0,2880
3355,クリヤマホールディングス,スタンダード（内国株式）,卸売業,61,2,0,0,30.5,0,0,0,0,0,30.5,0,0,0,1811
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,小売業,1,1,0,0,0,0,0,1,0,0,0,0,0,0,100
3359,ｃｏｔｔａ,グロース（内国株式）,卸売業,10,1,0,0,0,0,0,0,0,0,0,0,0,10,521
335A,ミライロ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,366
3360,シップヘルスケアホールディングス,プライム（内国株式）,卸売業,60,1,0,0,0,0,0,60,0,0,0,0,0,0,2369.5
3361,トーエル,スタンダード（内国株式）,小売業,23,1,0,0,0,0,0,0,23,0,0,0,0,0,890
336A,ダイナミックマッププラットフォーム,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,833
3370,フジタコーポレーション,スタンダード（内国株式）,小売業,3,1,0,0,0,0,0,3,0,0,0,0,0,0,469
3371,ソフトクリエイトホールディングス,プライム（内国株式）,情報・通信業,62,2,0,0,0,0,0,31,0,0,0,0,0,31,2135
3372,関門海,スタンダード（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,220
3374,内外テック,スタンダード（内国株式）,卸売業,105,1,0,0,0,0,0,105,0,0,0,0,0,0,4030
3375,ＺＯＡ,スタンダード（内国株式）,小売業,75,1,0,0,0,0,0,75,0,0,0,0,0,0,1730
3377,バイク王＆カンパニー,スタンダード（内国株式）,卸売業,11,2,0,5.5,0,0,0,0,0,5.5,0,0,0,0,397
3382,セブン＆アイ・ホールディングス,プライム（内国株式）,小売業,50,2,0,0,0,0,25,0,0,0,0,0,25,0,2030.5
3386,コスモ・バイオ,スタンダード（内国株式）,卸売業,50,2,0,0,25,0,0,0,0,0,25,0,0,0,1254
3387,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,小売業,4.5,2,0,0,0,0,2.25,0,0,0,0,0,2.25,0,783
3388,明治電機工業,プライム（内国株式）,卸売業,90,2,0,0,0,0,0,45,0,0,0,0,0,45,2100
338A,ＺｅｎｍｕＴｅｃｈ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1982
3391,ツルハホールディングス,プライム（内国株式）,小売業,156.5,2,0,0,0,0,78.25,0,0,0,0,0,78.25,0,2404.5
3392,デリカフーズホールディングス,スタンダード（内国株式）,卸売業,25,1,0,0,0,0,0,25,0,0,0,0,0,0,800
3393,スターティアホールディングス,プライム（内国株式）,卸売業,145,2,0,0,0,0,0,72.5,0,0,0,0,0,72.5,3015
3395,サンマルクホールディングス,プライム（内国株式）,小売業,52,2,0,0,0,0,0,26,0,0,0,0,0,26,2472
3396,フェリシモ,スタンダード（内国株式）,小売業,20,1,0,0,0,0,20,0,0,0,0,0,0,0,875
3397,トリドールホールディングス,プライム（内国株式）,小売業,11,1,0,0,0,0,0,11,0,0,0,0,0,0,4355
3399,丸千代山岡家,スタンダード（内国株式）,小売業,4,1,0,0,0,4,0,0,0,0,0,0,0,0,3830
339A,プログレス・テクノロジーズ　グループ,グロース（内国株式）,サービス業,30,1,0,0,0,0,30,0,0,0,0,0,0,0,934
3401,帝人,プライム（内国株式）,繊維製品,50,2,0,0,0,0,0,25,0,0,0,0,0,25,1753
3402,東レ,プライム（内国株式）,繊維製品,20,2,0,0,0,0,0,10,0,0,0,0,0,10,1298.5
3405,クラレ,プライム（内国株式）,化学,54,2,0,0,27,0,0,0,0,0,27,0,0,0,1839
3407,旭化成,プライム（内国株式）,化学,42,2,0,0,0,0,0,21,0,0,0,0,0,21,1641.5
3409,北紡,スタンダード（内国株式）,繊維製品,,,0,0,0,0,0,0,0,0,0,0,0,0,95
340A,ジグザグ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,324
3415,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,小売業,6,1,0,0,0,6,0,0,0,0,0,0,0,0,369
3416,ピクスタ,スタンダード（内国株式）,小売業,45,1,0,0,45,0,0,0,0,0,0,0,0,0,888
3417,大木ヘルスケアホールディングス,スタンダード（内国株式）,卸売業,30,1,0,0,0,0,0,30,0,0,0,0,0,0,1055
3418,バルニバービ,グロース（内国株式）,小売業,7.5,2,0,0,0,3.75,0,0,0,0,0,3.75,0,0,1048
341A,トヨコー,グロース（内国株式）,建設業,,,0,0,0,0,0,0,0,0,0,0,0,0,2010
3420,ケー・エフ・シー,スタンダード（内国株式）,金属製品,65,1,0,0,0,0,0,65,0,0,0,0,0,0,1608
3421,稲葉製作所,スタンダード（内国株式）,金属製品,42,2,0,0,0,21,0,0,0,0,0,21,0,0,1745
3422,Ｊ－ＭＡＸ,スタンダード（内国株式）,金属製品,5,2,0,0,0,0,0,2.5,0,0,0,0,0,2.5,627
3423,エスイー,スタンダード（内国株式）,金属製品,13,1,0,0,0,0,0,13,0,0,0,0,0,0,278
3426,アトムリビンテック,スタンダード（内国株式）,金属製品,34,2,0,0,17,0,0,0,0,0,17,0,0,0,1291
3431,宮地エンジニアリンググループ,プライム（内国株式）,金属製品,97.5,2,0,0,0,0,0,48.75,0,0,0,0,0,48.75,1639
3433,トーカロ,プライム（内国株式）,金属製品,85,2,0,0,0,0,0,42.5,0,0,0,0,0,42.5,2765
3434,アルファＣｏ,スタンダード（内国株式）,金属製品,50,2,0,0,0,0,0,25,0,0,0,0,0,25,1259
3435,サンコーテクノ,スタンダード（内国株式）,金属製品,42,1,0,0,0,0,0,42,0,0,0,0,0,0,1453
3436,ＳＵＭＣＯ,プライム（内国株式）,金属製品,20,2,0,0,10,0,0,0,0,0,10,0,0,0,3384
